id,fecha_nacimiento,fecha_alta,id_municipio,id_estado,tipo_persona,genero,actividad_empresarial
e2057a5f00e2dcef6f0cf6be4e684736bdb77233,1967-03-09,2020-05-06,7226018,72,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
857ecf5bf8633696d190004563f2c957508454eb,1968-12-18,2020-04-22,5509014,55,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
4a26b490cf30635ec1cb408f5a8de1c12b31ba79,1992-04-26,2020-04-18,6822016,68,Persona Fisica Sin Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
ec4dbc9002f3f1153e1f7ccc662cb4722887452f,1994-11-01,2020-03-30,7125006,71,Persona Fisica Sin Actividad Empresarial,F,CONSTRUCCION DE INMUEBLES
377640923c35f16f528ae1f4d79b180da251c473,1968-01-23,2020-03-03,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
141c0b0efc67aa7c76a66820a8d87b13d189ab05,1981-06-02,2020-03-01,6519039,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
a36e4538b10449a5f8149df5bbc7b72f3b3f92b4,1983-02-23,2020-02-15,6115033,61,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
668e5be4b1de53500228aeb3ba676fd35b41b570,1982-02-09,2020-02-14,4802002,48,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
95cfdcb8ec03f7eff4c84d67b271af5c0567bb00,1992-09-26,2020-01-05,6519026,65,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS
e29b5b59b21766909c3cb6c60d62b1aa2459cd2f,1975-09-11,2019-12-17,6519019,65,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
d46056c3ec100f8696b02e06a014944cd0d8d781,1993-03-29,2019-12-06,5408019,54,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
898ed397288bcb7556929a11d71fd6e658e1983d,1980-01-04,2019-11-26,6519006,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ROPA
cc46998c8fcaf8527a5c43e8148f8e2f407ba4d2,1970-07-19,2019-11-11,6519048,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
b4de8a7dd1291cd411342f866534a0ec2767b69d,1983-12-16,2019-11-03,6519039,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
6f1559290bc65be2d8ad5aab3b8b07f050caa6c5,1981-02-04,2019-10-25,7630044,76,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
e75af7d0c540d213255c9a4b946816720eea17ad,1995-10-07,2019-09-17,6519039,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ROPA
07dcc29c8538d50e2889c8418b62bde027b62425,1997-02-01,2019-09-17,6923005,69,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
d46735a55e1a241b30914f622d24cb7edfd3b2e5,1980-12-13,2019-09-17,6014039,60,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
8a96a8b7113d6b3e1fe9211862f29bd80d5bc35b,1991-05-17,2019-09-17,5610005,56,Persona Fisica Sin Actividad Empresarial,F,ESTABLECIMIENTOS PUBLICOS DE INSTRUCCION EDUCACION SUBPROFESIONAL YPROFESIONAL CULTURA E INVESTIGACION
3e9ada6f9b7ad7eecc35e2b9bca3e9ce55cbce0b,1993-06-29,2019-09-13,6519026,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
73979cd3b881080e416ca160e1e7ea947202f06f,1993-01-19,2019-08-26,5711007,57,Persona Fisica Sin Actividad Empresarial,M,DESPACHO DE OTROS PROFESIONISTAS
17553057673459a94adebd6b19bce398c1dd2e03,1984-01-20,2021-02-28,6014097,60,Persona Fisica Con Actividad Empresarial,M,TRANSPORTE DE CARGA FORANEA
1d8f54cbb7b5e2f80343a025c1122019ecebb33f,1990-03-30,2019-08-03,6014120,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
2f4c767fd9296bcaa291aa89f114574071ffdf75,1983-01-09,2019-07-08,6519039,65,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
e32578997d995c498a71f7cac5003a373bc77d01,1981-01-29,2019-05-25,5509008,55,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
825e561e14578c12447d3dc459a7c749162017e0,1991-12-02,2019-05-20,5509012,55,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
c5110b283076d0c32a7438297a0851991f15a0ec,1982-10-13,2019-03-18,5711046,57,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS MEDICO GENERAL Y ESPECIALIZADO EN CONSULTORIOS
f91ee01bbeef53daf4877dcbc0f167f192bc51db,1988-08-21,2019-02-08,6115121,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
8df77fed244f13ee2b23a99dd923f75d51415498,1993-04-09,2019-02-03,6014039,60,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS
344032a8e94b3ff15278639d6a8e5928673b1e0f,1986-10-18,2019-01-25,7630039,76,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DE GOBIERNO
528f934e91b5c7a9532f4fdbbff6d73ee033b91e,1988-01-20,2019-01-25,5509007,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO
ebaff10906d7c475426d03ee515dcc81327c339d,1980-03-17,2019-01-15,6115025,61,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
b43e31f698da09a1386c46aa7306b90ed743ab3e,1983-04-04,2019-01-14,6519021,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
be7d0f4487ef8827ffacf1eff4859cf2754d6e7c,1984-09-27,2020-11-29,7731101,77,Persona Fisica Con Actividad Empresarial,M,TIENDA DE ABARROTES Y MISCELANEA
143e4963cd499b1b05b544cb791a821a01072073,1980-09-30,2018-12-18,6216053,62,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
695abe5bb6ff2f87912377c5cb8b5e294750c3e1,1986-02-28,2018-11-30,6115020,61,Persona Fisica Sin Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
3e5523a1648b122d39770b1f8b86751b94bc9ad8,1986-07-20,2018-11-09,6721114,67,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
d60cf40881582da127005dc0163667c3703e8dd9,1984-12-13,2018-11-06,4802004,48,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
cb38d65bef08b9a895b3ea662fdaf856859d8eeb,1996-10-30,2018-10-19,6822014,68,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
2835cbd471a6385d418906a3c170e77585629388,1983-03-13,2017-12-30,6519006,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
3762a6dd45bab32812ba11c819d1b9cc19e0f30f,1988-07-14,2022-03-12,6519039,65,Persona Fisica Con Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
0d07b8aad9a390e466d2db0df72bf01e278c501b,1993-08-31,2017-09-09,6519039,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
dbcaed844c0ab48e60726de430ee7323dcfbaab3,1989-11-04,2017-08-26,6519039,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
50b1293709acd5ba3bd305c4f419b75c2304f9ac,1986-09-10,2021-01-27,6014098,60,Persona Fisica Con Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
b75c7abf693a676d09588543de5ea0456ab33690,1987-01-11,2016-01-15,6519026,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
e6e3eb2708ad54876105584985dad63d24c38190,1898-01-01,2015-06-12,6519021,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
ac871d71c4de5abbea593192b3f16eda994fc53e,1993-08-22,2018-02-04,6519046,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
9206383e87f769909dc4d29260dabf658665c1a5,1998-10-07,2021-07-06,6519039,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
3a2c0fac2cc14d3f611032f8c3332cc276a18e59,1995-03-09,2021-05-31,6115081,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
2e79cd99eb67ed7dfe1e1e7ed8df5f967213cb7d,1980-09-19,2021-04-05,7832017,78,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
30a316c5b7ea8b5e738d46396bd50782e4622fbf,1986-05-18,2021-02-15,6317018,63,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
6060e96f58a5aee6415dc8171bf8541c525cea03,1990-09-24,2020-12-19,6014120,60,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
144d05fb17ac05c4ddd77797143fe5f19212575e,1991-07-03,2020-11-29,7024035,70,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
d47d5cdcc9a0107cd8b9e4108ca72e93ed933aea,1996-11-06,2020-11-01,5105020,51,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
1a1e6dd25a72cf135502784109332810479e7724,1982-12-22,2020-10-31,6014120,60,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ROPA
c1da5f84eefc7223dc001fcbe5889cfb089630f2,1990-01-28,2020-10-10,6014120,60,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
6c05c76270c3039f543b787217cb753444762f31,1996-02-25,2020-09-19,6519048,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
c5eeec13011d24ce17931baa207a9e2cb105eea5,1982-07-30,2020-09-12,4802005,48,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
9af125ab4874a897afe1998d3aea0bb5ba1cde04,1977-09-24,2020-08-23,7226030,72,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
441dd4effb6a046df1a043cd500fa0260caf1a48,1998-12-08,2020-07-26,6519039,65,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
d7edb13c7e0f41d5e00b7b2dcd5e8ed2f61a3458,1997-12-21,2020-06-27,6519026,65,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
2e805f79e201c922dab7aa73675e897968bda688,1985-11-21,2020-06-20,6721041,67,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
94e58c5ab22628af017b1e627546f0c96eb390e5,1988-10-24,2020-05-20,6721114,67,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
2303c8a4a887bdd51802cefa99536766bf3de584,1987-01-27,2020-05-11,5509005,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
5b637354ca7629bff586b749cacd18bc9f8f9c52,1977-12-29,2020-05-02,5206007,52,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
94e335457caa039fd933cbde1b4e215f78a43aa6,1983-07-12,2020-04-13,7226030,72,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
fbb894ca96b346b9264f8dafd45ef65bdb686a05,1975-12-22,2020-02-10,6317029,63,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
6c1b0aad051fd6d4cfe10e49dcb956b95101fcbb,1991-05-09,2019-12-01,6519039,65,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
52b2ac1913f4543aaeaccdbe4f67bc8670c69c28,1994-04-16,2019-11-18,6014120,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
8b31f27db32594b993b08b02815b48f3a9194076,1994-11-10,2019-11-04,6014063,60,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
426ac9bd3514ee180c14dd1e9485af456a05b620,1981-04-13,2019-10-22,6519006,65,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
32bb37811d4549c0511c5a889b661574bf1488c0,1983-04-26,2019-10-11,6519026,65,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS
dac3218b86da72c5c6c5e05d0f1fa49bb5a7c4ab,1982-02-07,2019-09-06,6014101,60,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
a737e3c57dad7ddb37b526681109dbc8104d7042,1981-04-01,2019-08-27,5812038,58,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
a99c42bf79d1b5a0d7f98fa19c60530af241ddf7,1991-08-28,2021-03-01,5408019,54,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,1990-09-28,2019-08-25,6822011,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
4b816cdebe3975fb67dc6dd74a2b0de13b285b42,1984-07-28,2019-08-04,6317004,63,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
ad00d9f668622581ae4141583796bb789277ae7e,1996-07-10,2019-06-30,6519039,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
4729e04295889326113a2074dd1494caec2bde03,1960-11-22,2019-06-29,5509014,55,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
828b1e9d505d251fd737f3cc655d1dc2fc7deb63,1991-06-03,2021-12-11,4802004,48,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
c0761949e5345b9a9de42fcf65d0fef10f4a1666,1992-08-07,2022-03-01,5509016,55,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
94b8d1d74a7821c43c9ca0fde19a192e9bae76de,1999-12-03,2019-06-07,6519039,65,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
1f198781f20d59e1bef4e4ce6f17c332e384a6c8,1986-07-27,2019-06-07,6519039,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
4af6fd2d4d5c1f991bd9144632f632c9e851aa6b,1996-08-31,2019-05-31,5509005,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
fe9415c62193f2d430a0340c31064ec512b27c8c,1986-06-23,2019-05-27,6014039,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
4d989a78ec9de4008303d3a240aef3e1885f2595,1969-01-07,2019-05-17,4802001,48,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
60398bc53e92ce190ecfe6907e0e910f6585a21f,1995-02-12,2019-05-14,5711007,57,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
51c820a4a0e9b91f126be43001bf29d653ecc050,1995-11-27,2019-04-12,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
78ef4be48f765da08a9b021259a589337c835a5e,1996-04-07,2019-03-11,6418017,64,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL
c57b65ddc0c540648f8071e5df7b75036b8e5815,1979-01-20,2019-03-11,5509003,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
98228e90a10f6400b1bd660adaae1ba01e811dc3,1988-03-09,2019-02-22,5408019,54,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DE GOBIERNO
ee29bd414d34c56536651b09d4780ca20057e772,1994-11-28,2019-02-09,6822014,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
5ca76d6884d5858a28b3a1caea6590a4c1dfed68,1995-01-03,2019-01-19,6519039,65,Persona Fisica Sin Actividad Empresarial,F,AGENCIA DE PUBLICIDAD
45cdade2ddee87bc96f53056cdb7032eea8d19cf,1983-12-21,2019-01-18,5509007,55,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
3c63627ed53bc80ef0d7de2d467e8eaacec57da1,1982-05-08,2019-01-06,6519006,65,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS
47a520dde89eb786e98eb62dbb5f2c3b4de767b3,2000-05-17,2018-12-11,5509017,55,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
02a73132fe5c2af6d596eec88629c754d9e9c860,1992-11-19,2021-03-06,5509016,55,Persona Fisica Sin Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
8cf7b6a6cc74205009f63e37c438cc23181ee2c6,1955-12-08,2018-11-23,5408037,54,Persona Fisica Sin Actividad Empresarial,M,JUBILADO
879267f571ba345eac4c34dd7479a9b1fb860c16,1984-05-23,2018-11-13,6721114,67,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
78d8953726e7ca8ed80db09f0e520a16078293ae,1992-06-13,2018-11-05,5509016,55,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
da878dc8b27e5061168370a78368a2ed1f6cd1ca,1971-05-09,2017-11-11,6519026,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
b9a3e5f13e297f27ba388949b160c6b99cb6e992,1988-05-22,2020-05-06,4802004,48,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
49343635f2b799079125ce396a395224c25deb31,1973-11-09,2017-08-27,6014120,60,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
9c6ef874db857c5669e12c72c5d9d6d24d1eef62,1898-01-01,2017-06-21,6519046,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
dcc173cd2a1defd73be86c89ad048aa8c06f9085,1988-09-27,2022-01-02,6519039,65,Persona Fisica Sin Actividad Empresarial,M,ESTABLECIMIENTOS PRIVADOS DE INSTRUCCION EDUCACION CULTURA E INVESTIGACION
d95a0d3919be01bf23da102cb95c3eed47a3435e,1982-06-30,2021-02-20,6519031,65,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
9453d782ab82d337f2bbce15039b7751468c4313,1987-01-05,2021-01-23,5509012,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
e3839928a455dbf3b6073ec44f8bbe263d4f2f7f,1995-01-06,2020-12-28,6519026,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
fd13b8c105c07a6c1a716727ecc73cf0f3cf1950,1980-03-04,2020-11-22,6519021,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
42b33cf61850dadc4044d3cc852ce9982855afbd,1990-10-23,2020-11-22,7731050,77,Persona Fisica Sin Actividad Empresarial,F,ESTABLECIMIENTOS PUBLICOS DE INSTRUCCION EDUCACION SUBPROFESIONAL YPROFESIONAL CULTURA E INVESTIGACION
ae54444147fa05e6ef18b8a6a05c01116941c879,2001-04-07,2020-11-07,6620067,66,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
d43d62684801211a94e54bd987041268cf0bc6d0,1981-06-09,2020-09-05,5509007,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
a53fc2b9db2deb10fdb0a0bab3915440511c7453,1990-11-08,2020-08-24,6014120,60,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
289d2b963afabda42dc982496ade21528d9f65e4,1994-07-22,2020-08-15,5610007,56,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
9f7153cb40d07225004db7a1606b1290d1518da8,1989-10-25,2020-11-14,7024035,70,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
7742592c6ee28cabab6c9b8ff29ca370acbbee75,1988-02-01,2020-07-27,4903008,49,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS MEDICO GENERAL Y ESPECIALIZADO EN CONSULTORIOS
721fce1964f28c360910dc10b8a96ec596c229bd,1998-05-22,2020-07-18,5509005,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
15ab18e369a4046251d65949a3651db540d7a948,1980-12-16,2020-07-06,6822014,68,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
51a5645ff179e89dc4b8a1ffb35d333370f2a3b3,1989-10-27,2020-03-15,7630087,76,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
fd05c2e362d663a227c97ef595ccc8996c5ab19e,2000-06-30,2020-03-10,6014070,60,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
2727b75e57d0da973bdab1ef3a8920f051304214,1994-06-25,2020-03-07,6519021,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
2fe5f13355786ebb78248c88693f8af1968b781f,1982-09-08,2020-03-07,6014067,60,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
a0768b38ee9fa95c035c2ec25a906630e3a88ecc,1985-09-29,2020-01-24,5509014,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
7ebf1612ed69a206ff42057246ece93151fd5b68,1993-08-03,2019-12-17,6014098,60,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
1c1615b93647941594a95c18bbb4e7426663cd35,1981-01-05,2019-12-13,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
b372e8f0894d84ffad3a7a83f7a2f7cbecfe5e2c,1988-03-02,2019-11-29,6115057,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
290b6978affa092119737bfd95e47c2494de946f,1991-07-13,2021-08-28,5509015,55,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
b22f04d8394bb8fcba5e26d69c27a3a0e76bea14,1963-05-02,2019-11-29,6519046,65,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
9542486a6f7138e66050e3853432967eb588eab7,1982-07-10,2019-11-23,6923005,69,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
3ce3315c1f07d644eb1d84c7e29e8764c10049cc,1973-12-30,2019-11-17,6115106,61,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
9ce500df7c4732f0ba70efe8866af6dc92295f0d,1993-08-19,2019-11-04,6519039,65,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
6b6af2e52b9028a4a86acb79c94584d33d9441fe,1987-07-12,2019-10-29,6115024,61,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
b94151e8e7bd2a8062c61a6dc771788ea119c7b5,1982-12-08,2019-10-07,5509010,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
b354f9d82e4ea716310fb3daace1559c6cc9390e,1898-01-01,2019-09-23,4802004,48,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL
7edfa8fa9b186b5157dab56f166b04c7ba194cab,1985-11-29,2019-09-01,6822014,68,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
ba778a0d41cff83a934fc482eb9b77b1dfde9f53,1994-06-15,2019-08-23,6014120,60,Persona Fisica Sin Actividad Empresarial,M,DESPACHO DE OTROS PROFESIONISTAS
90714f3b4cf4653254a264ef375d68885be49282,1984-05-16,2019-07-28,6923005,69,Persona Fisica Sin Actividad Empresarial,M,CONSTRUCCION DE INMUEBLES
9dd1bd938fafacceccfb1cd42e97b34655fe898f,1977-09-02,2019-07-27,7529041,75,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
cbbe34d32461d2a2991637c3d99316602978dbe0,1993-01-02,2019-06-30,5509013,55,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS
4f109c80e57a49012f30bfe0ec2d0b40f1a2511b,1989-11-10,2019-06-23,5711012,57,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
fa0eb9b3f1a475ba1765e20cdb9f9b5bce6ab38c,1993-08-29,2019-05-06,5509005,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
b03594fc263d4ac6fbd1bd2a4f14578c846cbc41,1991-12-22,2019-03-05,6115037,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
0172891ba3000c3150a6985265517678ebbf3b39,1996-09-03,2019-03-04,6014039,60,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
3f807aea5440658d4f81d3dd13149fb1074b93bf,1989-02-11,2019-01-26,7428027,74,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
